Temperature_C;Humidity_pct;Soil_moisture_pct;Reference_ET_mm;Evapotranspiration_mm;Crop_Coefficient;Crop_stage;Nitrogen_mg_kg;Phosphorus_mg_kg;Potassium_mg_kg;Solar_Radiation_ghi;Wind_Speed;Days_planted;pH;Irrigation;Fertilization;Energy
27.35;63.21;14.88;1.6;0.44;0.84;Mid stage;93;76;118;533.35;3.05;100;3.08;SI;SI;NO
29.77;69.51;35.91;3.81;5.57;1.32;Mid stage;86;68;47;645.47;2.31;100;6.71;SI;SI;SI
24.96;72.12;57.5;1.84;4.79;1.0;Mid stage;106;80;96;325.38;2.67;100;2.42;SI;SI;NO
23.49;89.87;42.68;9.05;3.29;1.17;Mid stage;72;81;82;445.84;2.73;100;3.49;SI;SI;SI
20.02;86.82;29.68;0.11;8.77;1.15;Mid stage;111;85;125;116.71;3.74;100;6.71;SI;NO;SI
29.27;70.66;37.83;3.68;1.87;1.13;Mid stage;107;50;109;310.17;1.16;100;5.51;SI;SI;SI
27.99;90.54;56.91;5.34;2.96;1.32;Mid stage;62;70;41;694.36;3.4;100;6.05;SI;SI;SI
23.72;62.19;50.75;5.33;1.04;1.19;Mid stage;108;48;114;288.19;3.18;100;4.63;SI;SI;NO
25.26;77.27;18.43;2.15;4.51;1.16;Mid stage;79;44;72;723.69;3.88;100;5.09;SI;SI;NO
27.31;82.91;42.81;2.53;3.61;0.91;Mid stage;64;64;112;609.97;2.89;100;5.45;SI;SI;SI
20.31;70.93;23.52;4.27;3.65;0.93;Mid stage;119;57;46;693.65;3.75;100;3.72;SI;SI;SI
18.38;62.42;68.75;9.09;3.8;1.44;Mid stage;74;47;49;672.06;2.51;100;6.28;NO;SI;SI
22.45;69.0;54.84;0.44;6.32;0.97;Mid stage;118;49;90;634.35;1.13;100;3.84;SI;SI;NO
26.34;76.93;16.7;8.16;4.07;0.95;Mid stage;95;41;87;56.73;2.47;100;5.74;SI;SI;NO
24.81;71.13;26.4;5.82;0.24;0.93;Mid stage;67;71;69;536.41;3.03;100;6.88;SI;SI;NO
27.7;74.55;16.53;0.73;4.44;1.16;Mid stage;73;65;116;728.1;3.19;100;5.74;SI;SI;NO
29.48;63.26;33.47;2.18;8.51;1.36;Mid stage;60;96;58;456.98;3.57;100;6.6;SI;SI;SI
24.84;60.5;59.72;0.44;4.25;1.32;Mid stage;99;81;67;190.42;4.05;100;4.17;SI;SI;NO
19.88;90.72;15.87;2.72;1.26;0.89;Mid stage;67;94;60;450.62;1.18;100;2.66;SI;SI;SI
29.91;62.73;21.59;1.12;7.41;0.88;Mid stage;117;45;108;199.6;2.14;100;2.14;SI;SI;SI
26.05;70.25;27.51;7.73;8.26;1.31;Mid stage;95;47;51;647.43;2.1;100;6.82;SI;SI;NO
28.36;83.24;48.2;6.27;3.07;1.2;Mid stage;62;83;120;218.16;1.73;100;5.19;SI;SI;SI
27.87;89.56;68.53;8.73;2.08;0.83;Mid stage;99;81;79;703.23;3.08;100;6.56;NO;SI;SI
31.55;71.24;59.72;4.43;7.25;1.34;Mid stage;70;42;44;372.71;1.39;100;2.16;SI;SI;SI
22.13;82.82;23.65;2.87;2.93;1.17;Mid stage;82;62;89;623.63;2.1;100;3.08;SI;SI;SI
27.87;76.52;53.18;9.47;4.93;1.02;Mid stage;89;46;87;274.59;1.03;100;3.45;SI;SI;NO
23.12;61.79;44.27;6.23;7.06;0.93;Mid stage;106;84;119;40.16;4.15;100;3.08;SI;SI;NO
23.54;74.29;40.51;5.21;4.3;1.4;Mid stage;68;60;132;578.42;3.83;100;5.66;SI;SI;NO
21.23;61.04;64.69;9.81;2.64;1.35;Mid stage;95;91;125;115.58;1.55;100;4.47;NO;SI;NO
22.82;93.75;46.11;3.83;7.71;1.17;Mid stage;116;83;126;425.87;1.83;100;2.06;SI;SI;SI
31.28;86.68;19.96;4.5;8.31;1.01;Mid stage;60;107;47;376.76;2.01;100;2.56;SI;SI;SI
22.1;71.88;21.57;2.84;0.65;0.91;Mid stage;91;55;139;500.7;2.12;100;2.9;SI;SI;NO
21.44;68.22;65.47;1.47;1.19;0.86;Mid stage;66;85;121;253.69;2.38;100;2.91;NO;SI;NO
26.16;74.01;16.65;6.28;3.98;1.32;Mid stage;97;92;45;70.17;3.45;100;5.9;SI;SI;NO
21.61;71.07;20.0;1.01;5.2;0.97;Mid stage;76;40;99;4.49;3.09;100;6.8;SI;SI;NO
24.63;72.98;49.88;7.14;6.98;1.06;Mid stage;69;91;97;168.67;4.0;100;5.41;SI;SI;NO
29.68;92.16;25.01;7.31;1.28;0.87;Mid stage;90;46;56;220.15;3.95;100;4.6;SI;SI;SI
21.23;74.16;59.91;9.44;8.12;1.45;Mid stage;81;86;64;16.88;2.38;100;6.4;SI;SI;NO
23.97;85.95;36.13;0.77;8.25;1.31;Mid stage;88;90;73;608.09;2.56;100;6.44;SI;SI;SI
26.55;65.49;39.98;4.14;7.13;1.42;Mid stage;93;64;122;447.94;2.94;100;4.93;SI;SI;NO
25.64;78.68;19.46;8.84;5.84;0.83;Mid stage;67;42;52;45.01;2.1;100;2.85;SI;SI;NO
31.65;77.28;13.63;1.37;0.33;0.86;Mid stage;74;81;120;495.33;2.29;100;3.8;SI;SI;SI
27.53;80.69;56.04;9.59;8.43;0.99;Mid stage;108;94;103;730.08;1.24;100;5.57;SI;SI;SI
28.36;83.8;16.29;5.61;8.45;0.81;Mid stage;114;69;49;626.04;1.81;100;6.59;SI;SI;SI
31.54;90.14;49.13;6.01;2.57;0.92;Mid stage;75;71;74;413.03;1.96;100;6.9;SI;SI;SI
23.8;68.05;43.18;1.02;1.65;1.01;Mid stage;86;84;95;632.97;1.42;100;4.93;SI;SI;NO
22.98;73.35;42.07;7.51;8.53;0.94;Mid stage;71;95;136;697.93;3.94;100;5.52;SI;SI;NO
18.61;62.0;29.38;8.69;5.38;1.24;Mid stage;74;50;129;622.3;2.62;100;2.09;SI;SI;SI
20.58;81.85;55.85;2.79;0.86;1.07;Mid stage;101;44;65;162.15;1.65;100;2.45;SI;SI;SI
21.32;92.72;35.24;7.82;7.47;0.96;Mid stage;116;101;98;646.93;3.93;100;2.45;SI;SI;SI
20.57;73.87;20.77;1.03;2.63;1.16;Mid stage;76;87;71;428.15;3.36;100;4.6;SI;SI;SI
28.57;94.01;15.25;2.88;0.06;0.99;Mid stage;102;105;76;9.38;1.8;100;2.53;SI;SI;SI
25.5;80.93;31.87;2.91;5.47;1.21;Mid stage;84;79;135;715.91;2.01;100;5.63;SI;SI;SI
27.35;67.39;47.27;7.79;3.58;1.14;Mid stage;62;66;116;285.99;2.65;100;4.69;SI;SI;NO
29.49;78.53;24.78;5.77;4.88;0.86;Mid stage;91;43;52;743.53;2.84;100;4.04;SI;SI;SI
21.23;82.4;55.05;3.8;4.76;1.08;Mid stage;110;98;122;109.97;2.77;100;5.74;SI;SI;SI
22.56;83.32;18.31;4.7;5.93;0.89;Mid stage;64;57;79;249.84;3.29;100;4.33;SI;SI;SI
27.92;82.33;39.37;8.15;1.62;1.01;Mid stage;103;50;114;371.53;2.94;100;5.41;SI;SI;SI
23.5;66.64;43.13;5.05;4.91;1.18;Mid stage;111;65;110;715.91;2.95;100;5.35;SI;SI;NO
18.41;67.29;59.62;5.85;4.01;1.22;Mid stage;69;71;100;648.32;3.89;100;4.82;SI;SI;SI
24.09;68.45;18.84;0.11;0.73;1.31;Mid stage;85;81;65;671.43;2.0;100;5.74;SI;SI;NO
30.72;85.65;12.1;9.61;3.54;1.26;Mid stage;119;104;47;126.01;3.02;100;5.77;SI;SI;SI
23.73;77.48;42.96;1.02;6.9;1.11;Mid stage;93;77;48;391.14;2.44;100;6.01;SI;SI;NO
22.65;83.49;20.74;2.99;7.57;1.33;Mid stage;87;72;88;200.62;3.38;100;6.5;SI;SI;SI
31.85;87.98;45.16;1.66;6.27;0.82;Mid stage;70;52;77;143.81;1.08;100;5.6;SI;SI;SI
27.02;79.74;13.91;0.7;1.53;1.46;Mid stage;110;80;85;21.52;3.96;100;2.69;SI;SI;NO
23.12;76.49;40.46;2.22;6.9;0.97;Mid stage;99;72;41;237.28;3.08;100;5.05;SI;SI;NO
19.43;74.09;34.66;6.46;8.4;1.29;Mid stage;90;95;107;246.67;1.08;100;4.37;SI;SI;SI
29.03;78.77;21.06;2.16;3.21;1.01;Mid stage;106;85;111;154.47;1.17;100;2.7;SI;SI;SI
27.91;65.24;39.14;0.73;5.54;1.28;Mid stage;86;64;63;96.11;3.61;100;4.55;SI;SI;NO
30.91;87.53;39.68;4.94;4.35;1.13;Mid stage;92;74;139;188.52;2.15;100;6.5;SI;NO;SI
21.04;91.95;15.94;7.0;3.78;0.98;Mid stage;77;79;127;650.88;2.19;100;6.54;SI;NO;SI
19.61;88.43;51.26;1.04;8.67;1.44;Mid stage;89;70;42;598.1;4.05;100;3.93;SI;SI;SI
28.14;88.77;65.0;6.05;4.03;0.96;Mid stage;104;94;121;165.63;3.74;100;3.13;NO;SI;SI
20.85;89.03;47.58;4.81;6.4;0.86;Mid stage;89;91;55;304.05;1.02;100;3.44;SI;SI;SI
20.47;66.15;48.38;2.82;3.16;0.84;Mid stage;116;87;54;277.57;3.19;100;5.84;SI;SI;SI
22.48;94.85;55.41;1.9;1.67;1.02;Mid stage;98;75;115;513.11;3.92;100;3.28;SI;SI;SI
29.44;83.0;66.29;2.59;6.21;0.9;Mid stage;100;105;57;415.0;4.05;100;3.67;NO;SI;SI
25.55;74.73;68.98;9.86;4.1;0.98;Mid stage;65;42;93;502.53;3.94;100;2.86;NO;SI;NO
18.64;91.08;40.58;3.6;5.13;1.49;Mid stage;93;49;72;526.7;2.4;100;5.96;SI;SI;SI
24.49;80.38;66.81;1.63;7.24;1.14;Mid stage;92;48;95;401.3;3.54;100;4.82;NO;SI;SI
27.58;94.78;32.84;5.7;3.19;1.25;Mid stage;70;100;101;253.72;2.64;100;2.45;SI;SI;SI
25.54;86.32;54.2;7.51;4.44;1.45;Mid stage;110;87;77;480.91;2.29;100;2.23;SI;SI;SI
26.01;72.86;66.33;4.52;4.57;0.82;Mid stage;101;41;44;72.47;2.36;100;4.01;NO;SI;NO
21.15;85.99;12.94;2.65;6.24;1.11;Mid stage;102;44;55;351.3;3.33;100;5.3;SI;SI;SI
29.87;85.55;65.39;3.03;6.19;1.37;Mid stage;119;109;110;643.54;2.43;100;6.07;NO;SI;SI
25.86;70.95;63.33;7.15;4.0;1.42;Mid stage;110;64;110;255.45;3.04;100;6.7;NO;NO;NO
27.99;90.95;23.92;7.84;5.4;1.39;Mid stage;114;77;97;520.68;2.28;100;3.33;SI;SI;SI
31.75;64.93;35.76;1.07;7.98;1.06;Mid stage;74;45;126;439.95;4.03;100;4.14;SI;SI;SI
23.99;72.78;19.13;7.74;2.37;0.95;Mid stage;87;91;57;142.79;2.64;100;3.15;SI;SI;NO
30.33;82.27;55.34;4.65;0.61;1.34;Mid stage;108;68;120;696.98;1.86;100;6.44;SI;NO;SI
18.1;76.77;57.09;2.71;5.02;0.98;Mid stage;71;107;107;730.57;3.48;100;4.54;SI;SI;SI
18.47;83.74;63.1;5.89;4.87;0.93;Mid stage;111;53;104;477.71;3.13;100;3.17;NO;SI;SI
26.26;94.91;37.6;7.99;8.43;0.86;Mid stage;67;77;134;666.78;3.12;100;5.02;SI;SI;SI
22.36;62.73;48.54;1.29;3.24;1.15;Mid stage;72;104;71;348.69;2.42;100;5.67;SI;SI;NO
21.48;86.56;60.93;6.67;6.24;1.45;Mid stage;92;51;71;440.29;2.41;100;6.68;NO;SI;SI
21.89;88.61;17.42;2.47;3.09;1.01;Mid stage;114;100;59;131.78;1.63;100;5.83;SI;SI;SI
22.46;69.88;18.91;4.62;6.52;1.34;Mid stage;115;99;117;120.72;1.15;100;5.43;SI;SI;NO
28.21;68.93;59.43;7.34;7.41;0.86;Mid stage;71;69;85;737.7;3.84;100;4.61;SI;SI;SI
25.97;75.45;37.63;1.1;8.9;0.92;Mid stage;119;78;134;85.07;3.73;100;5.19;SI;SI;NO
29.05;73.78;58.57;5.93;7.32;1.02;Mid stage;86;57;107;347.27;2.26;100;4.44;SI;SI;SI
29.62;77.77;12.01;3.21;7.15;0.99;Mid stage;111;49;94;189.92;1.76;100;2.87;SI;SI;SI
29.8;67.41;18.67;3.69;5.81;1.18;Mid stage;65;65;130;441.05;3.07;100;4.12;SI;SI;SI
23.81;77.28;33.36;4.77;5.18;0.85;Mid stage;102;77;109;502.35;3.53;100;5.13;SI;SI;NO
23.9;88.45;35.06;5.07;5.11;1.38;Mid stage;115;67;94;20.31;1.46;100;2.1;SI;SI;SI
30.97;90.9;60.36;4.43;3.65;1.13;Mid stage;107;94;94;524.49;1.78;100;3.61;NO;SI;SI
27.26;83.34;41.57;0.97;1.57;1.21;Mid stage;68;79;104;597.5;2.59;100;3.7;SI;SI;SI
19.13;70.08;65.24;1.76;5.88;1.04;Mid stage;81;91;116;235.22;1.34;100;2.09;NO;SI;SI
25.59;90.56;36.63;5.43;2.36;0.88;Mid stage;66;109;85;509.08;2.36;100;3.53;SI;SI;SI
22.98;74.74;15.88;4.26;2.09;0.95;Mid stage;84;81;88;338.1;2.29;100;6.66;SI;SI;NO
31.82;68.11;38.56;1.1;4.81;0.95;Mid stage;100;43;45;316.72;3.02;100;5.24;SI;SI;SI
18.19;64.71;35.84;8.47;4.5;1.0;Mid stage;97;100;53;101.69;3.12;100;5.11;SI;SI;SI
26.57;93.66;43.87;6.42;3.21;1.45;Mid stage;89;66;135;268.3;4.09;100;5.35;SI;SI;SI
28.13;63.08;49.11;6.03;3.85;0.97;Mid stage;73;90;115;421.3;1.56;100;2.26;SI;SI;SI
22.04;78.54;15.42;5.59;5.16;1.09;Mid stage;95;86;84;367.04;1.27;100;6.67;SI;SI;NO
31.63;67.08;47.82;7.45;6.94;1.18;Mid stage;65;69;136;220.21;2.76;100;3.15;SI;SI;SI
30.03;90.39;19.67;6.22;2.37;0.88;Mid stage;112;107;119;372.97;2.01;100;2.34;SI;SI;SI
30.82;66.81;37.05;5.68;2.08;0.94;Mid stage;113;87;72;706.0;1.2;100;4.39;SI;SI;SI
18.27;85.78;63.76;8.43;7.98;1.17;Mid stage;73;75;79;115.61;1.54;100;6.83;NO;SI;SI
25.98;65.78;19.76;8.62;6.67;0.85;Mid stage;97;91;91;547.91;2.05;100;3.41;SI;SI;NO
22.13;92.83;24.11;2.39;1.68;0.85;Mid stage;90;96;91;340.48;1.39;100;2.12;SI;SI;SI
29.89;83.22;36.54;2.04;7.55;1.08;Mid stage;92;54;99;336.63;3.67;100;6.54;SI;SI;SI
26.86;74.53;15.5;7.26;4.44;1.14;Mid stage;62;70;132;242.12;4.06;100;4.57;SI;SI;NO
25.54;93.69;28.6;3.65;7.31;0.91;Mid stage;112;89;72;668.36;3.67;100;6.24;SI;SI;SI
19.6;78.34;16.49;5.01;6.59;1.36;Mid stage;73;48;110;551.81;2.42;100;5.55;SI;SI;SI
25.56;73.44;39.67;4.98;3.26;1.25;Mid stage;114;99;50;74.43;3.96;100;5.27;SI;SI;NO
26.85;65.69;45.26;4.66;5.42;1.39;Mid stage;119;60;131;572.41;2.6;100;3.24;SI;SI;NO
31.38;85.24;55.46;1.04;5.4;1.07;Mid stage;90;93;124;162.4;1.42;100;4.62;SI;SI;SI
26.19;80.87;65.55;7.57;8.28;1.38;Mid stage;60;54;132;242.18;4.03;100;4.85;NO;SI;SI
31.54;67.8;37.38;0.9;8.75;0.82;Mid stage;69;68;116;202.77;3.51;100;5.39;SI;SI;SI
31.46;68.75;48.41;0.69;7.56;0.82;Mid stage;78;80;85;720.53;1.16;100;5.52;SI;SI;SI
27.1;67.71;15.48;6.44;3.55;0.86;Mid stage;107;75;112;159.85;4.1;100;2.88;SI;SI;NO
25.08;77.35;39.57;1.07;1.27;1.13;Mid stage;76;43;42;167.63;2.98;100;6.26;SI;SI;NO
24.52;61.66;62.46;5.39;2.58;1.19;Mid stage;103;77;132;318.85;3.96;100;3.81;NO;SI;NO
30.47;70.12;46.35;8.7;1.58;1.44;Mid stage;101;94;85;274.56;4.12;100;5.64;SI;SI;SI
18.4;85.78;33.76;2.55;8.12;1.39;Mid stage;75;75;80;414.65;3.31;100;6.09;SI;SI;SI
19.59;81.74;17.18;1.13;2.36;1.11;Mid stage;81;86;84;212.56;2.71;100;3.56;SI;SI;SI
19.43;88.65;40.92;2.0;4.01;1.21;Mid stage;81;73;57;554.48;3.73;100;3.28;SI;SI;SI
28.6;86.07;65.29;3.77;6.42;1.05;Mid stage;114;46;114;155.68;4.11;100;6.93;NO;SI;SI
22.76;60.74;16.29;5.07;8.58;1.17;Mid stage;103;76;46;330.25;2.64;100;3.75;SI;SI;NO
26.93;79.93;42.79;9.78;1.7;0.86;Mid stage;87;69;42;483.66;1.84;100;5.0;SI;SI;NO
26.45;75.34;36.73;6.52;8.24;1.16;Mid stage;106;59;128;209.44;4.12;100;5.8;SI;SI;NO
23.4;72.65;56.05;7.07;3.57;1.0;Mid stage;85;107;70;132.55;3.88;100;4.25;SI;SI;NO
25.44;94.73;20.77;4.24;6.63;0.97;Mid stage;64;92;68;193.09;1.37;100;3.27;SI;SI;SI
27.03;82.99;21.93;7.37;0.74;1.03;Mid stage;84;74;102;216.03;3.34;100;4.73;SI;SI;SI
31.17;68.79;53.53;4.45;1.82;1.06;Mid stage;68;106;131;570.68;2.39;100;4.86;SI;SI;SI
26.06;78.65;51.44;6.69;3.0;1.25;Mid stage;113;57;126;588.66;3.12;100;5.96;SI;SI;NO
26.6;63.33;42.03;5.9;8.1;1.38;Mid stage;83;88;52;84.09;2.36;100;5.65;SI;SI;NO
18.95;86.08;12.26;3.39;0.33;0.93;Mid stage;87;95;108;595.3;3.27;100;3.25;SI;SI;SI
31.33;72.17;61.63;9.29;2.93;0.95;Mid stage;100;81;59;474.64;1.56;100;4.97;NO;SI;SI
25.39;65.91;69.27;1.36;5.0;1.22;Mid stage;97;94;129;251.16;2.98;100;4.88;NO;SI;NO
29.22;65.68;50.71;6.33;6.32;1.31;Mid stage;88;62;90;682.82;2.14;100;3.7;SI;SI;SI
18.7;60.53;66.13;8.13;4.04;1.12;Mid stage;102;73;63;400.27;2.55;100;4.63;NO;SI;SI
23.89;87.23;55.95;4.99;2.19;1.29;Mid stage;107;57;137;600.8;4.17;100;4.73;SI;SI;SI
21.6;85.5;51.68;9.89;6.64;1.12;Mid stage;90;47;82;483.25;3.34;100;5.23;SI;SI;SI
21.74;76.98;32.37;6.41;1.82;1.43;Mid stage;93;86;85;312.18;1.31;100;2.11;SI;SI;NO
29.08;70.71;16.62;1.07;5.86;1.31;Mid stage;73;76;54;34.48;1.45;100;5.15;SI;SI;SI
26.73;73.71;13.87;3.17;8.02;1.13;Mid stage;111;108;131;641.6;2.12;100;2.38;SI;SI;NO
24.16;90.94;38.13;7.15;3.69;1.06;Mid stage;100;67;124;111.1;1.11;100;4.04;SI;SI;SI
18.15;64.25;38.65;0.1;2.87;1.08;Mid stage;82;60;56;331.76;1.7;100;2.73;SI;SI;SI
31.51;61.03;34.4;3.85;8.39;1.36;Mid stage;77;46;77;187.2;3.09;100;6.44;SI;SI;SI
31.47;67.55;13.74;5.87;2.64;1.01;Mid stage;102;86;67;303.32;1.34;100;4.78;SI;SI;SI
21.05;78.22;23.56;9.32;0.66;0.9;Mid stage;63;63;127;121.36;3.05;100;5.37;SI;SI;NO
18.58;60.27;19.92;3.65;3.09;0.83;Mid stage;99;97;64;474.0;3.06;100;2.97;SI;SI;SI
25.42;63.65;12.74;1.08;7.58;0.96;Mid stage;80;79;47;717.95;2.46;100;6.11;SI;SI;NO
31.32;84.43;47.91;1.09;5.87;1.4;Mid stage;62;55;59;199.75;3.18;100;5.64;SI;SI;SI
30.75;75.68;17.74;4.47;2.64;1.49;Mid stage;91;52;135;584.85;2.02;100;5.46;SI;SI;SI
26.19;93.2;20.61;0.12;0.12;0.92;Mid stage;75;66;90;14.41;3.93;100;5.42;SI;SI;SI
22.25;91.88;17.75;8.1;1.48;1.27;Mid stage;69;45;107;730.72;3.66;100;2.18;SI;SI;SI
22.62;69.68;56.35;3.58;7.0;0.92;Mid stage;78;109;86;682.93;3.72;100;6.05;SI;SI;NO
30.57;73.22;63.24;1.86;9.21;1.02;Mid stage;96;96;78;738.53;3.98;100;3.02;NO;SI;SI
24.88;92.14;18.89;1.31;1.32;1.26;Mid stage;83;53;98;264.77;2.37;100;3.96;SI;SI;SI
19.84;80.27;47.71;7.68;5.33;1.07;Mid stage;77;93;89;575.77;1.08;100;3.95;SI;SI;SI
21.48;72.94;47.94;1.09;1.15;1.25;Mid stage;79;104;108;51.64;2.87;100;6.86;SI;SI;NO
21.88;88.01;28.32;4.32;4.9;0.97;Mid stage;63;58;104;408.67;2.2;100;3.81;SI;SI;SI
19.73;92.36;46.13;8.4;1.75;1.39;Mid stage;97;99;138;9.34;4.01;100;3.6;SI;SI;SI
24.48;83.57;37.13;7.2;2.63;1.17;Mid stage;69;68;75;367.28;1.38;100;3.98;SI;SI;SI
30.82;68.08;18.24;4.64;3.62;1.11;Mid stage;63;45;90;733.11;2.16;100;6.03;SI;SI;SI
27.36;88.67;67.58;5.48;6.25;1.46;Mid stage;114;85;119;64.38;3.13;100;3.63;NO;SI;SI
19.01;74.72;51.36;4.51;6.82;1.05;Mid stage;66;86;114;165.07;2.03;100;5.12;SI;SI;SI
18.08;84.43;67.33;3.32;5.65;1.39;Mid stage;76;100;128;508.81;1.06;100;4.29;NO;SI;SI
21.87;77.02;20.76;1.05;4.69;0.85;Mid stage;100;65;104;311.18;3.39;105;4.26;SI;SI;NO
23.08;92.93;58.06;4.51;5.9;1.15;Mid stage;103;69;132;262.75;3.55;105;2.19;SI;SI;SI
28.87;62.39;36.4;6.38;4.11;1.42;Mid stage;83;54;79;304.66;2.67;105;4.9;SI;SI;SI
31.54;65.45;65.92;1.03;9.65;1.49;Mid stage;90;107;86;48.81;3.98;105;4.79;NO;SI;SI
23.43;66.81;51.85;6.34;7.49;1.35;Mid stage;96;89;71;364.39;2.98;105;2.75;SI;SI;NO
27.61;67.74;20.54;1.9;2.64;0.91;Mid stage;86;107;80;194.14;3.09;105;5.34;SI;SI;NO
31.93;68.24;13.88;1.05;3.64;1.25;Mid stage;85;79;55;134.52;1.85;105;6.27;SI;SI;SI
28.44;65.35;19.29;2.08;5.34;1.06;Mid stage;95;80;110;368.74;1.58;105;3.38;SI;SI;SI
26.91;84.25;53.34;1.42;3.81;0.99;Mid stage;104;81;91;366.54;4.02;105;6.48;SI;SI;SI
19.09;67.64;12.61;3.99;5.81;0.81;Mid stage;93;68;104;431.19;1.86;105;4.0;SI;SI;SI
22.53;68.24;39.74;4.79;4.48;1.33;Mid stage;108;50;90;443.93;3.36;105;5.48;SI;SI;NO
30.79;66.91;44.08;1.08;7.41;1.2;Mid stage;92;105;123;633.17;2.08;105;5.79;SI;SI;SI
20.81;73.95;59.11;6.1;0.36;0.82;Mid stage;64;58;79;718.57;1.98;105;2.61;SI;SI;SI
29.81;93.55;37.9;8.87;8.54;1.16;Mid stage;93;100;115;102.84;2.06;105;3.98;SI;SI;SI
27.75;72.84;12.32;8.46;0.75;1.29;Mid stage;74;43;124;290.3;1.0;105;3.62;SI;SI;NO
23.13;70.42;24.69;4.43;7.09;1.27;Mid stage;84;93;99;310.96;1.49;105;6.16;SI;SI;NO
25.41;62.4;14.76;8.3;1.39;1.22;Mid stage;109;45;122;652.14;3.16;105;2.4;SI;SI;NO
25.6;72.34;68.9;1.33;0.22;0.87;Mid stage;67;102;60;441.02;2.19;105;4.45;NO;SI;NO
28.0;68.13;49.03;1.09;3.15;0.95;Mid stage;105;98;92;180.86;1.23;105;4.59;SI;SI;NO
25.23;86.7;12.11;9.46;1.63;1.43;Mid stage;110;102;128;544.96;2.93;105;5.2;SI;SI;SI
19.86;63.91;14.24;3.81;6.82;0.83;Mid stage;96;91;75;538.94;3.1;105;3.39;SI;SI;SI
28.83;65.03;25.08;9.16;2.42;1.37;Mid stage;61;85;49;415.97;1.86;105;3.84;SI;SI;SI
23.69;69.75;57.17;9.9;3.72;1.02;Mid stage;95;60;64;225.0;2.23;105;4.37;SI;SI;NO
31.48;70.08;35.14;1.02;3.5;1.03;Mid stage;76;99;110;438.39;3.68;105;6.18;SI;SI;SI
21.97;89.62;41.31;9.63;1.58;1.18;Mid stage;94;73;60;31.52;2.92;105;6.06;SI;SI;SI
21.68;87.69;62.61;2.06;8.29;1.2;Mid stage;108;78;70;555.34;2.87;105;6.66;NO;SI;SI
22.67;80.25;63.69;8.73;4.49;1.08;Mid stage;116;66;71;746.85;3.74;105;5.38;NO;SI;SI
26.01;70.1;36.82;6.21;9.39;1.21;Mid stage;66;86;48;289.61;2.82;105;5.7;SI;SI;NO
30.53;71.16;56.09;8.87;0.08;1.5;Mid stage;68;40;119;108.35;3.25;105;5.23;SI;SI;SI
20.47;80.73;25.58;6.35;1.68;1.05;Mid stage;105;108;91;96.92;3.82;105;3.86;SI;SI;SI
21.92;85.9;22.16;8.09;4.46;1.18;Mid stage;114;61;98;262.37;3.27;105;6.43;SI;SI;SI
26.14;73.44;68.63;6.05;7.59;1.1;Mid stage;90;86;97;329.13;4.12;105;2.2;NO;SI;NO
24.36;77.83;49.02;6.58;8.89;1.3;Mid stage;69;54;130;617.77;3.9;105;6.63;SI;NO;NO
24.26;91.08;50.12;0.0;0.01;1.0;Mid stage;69;53;61;332.31;1.24;105;6.22;SI;SI;SI
29.49;82.74;62.92;3.56;6.29;1.35;Mid stage;105;73;42;487.24;3.54;105;6.48;NO;SI;SI
30.93;78.74;13.57;8.94;7.03;1.35;Mid stage;74;50;119;78.89;3.95;105;6.19;SI;SI;SI
24.74;62.49;28.58;3.21;5.23;1.42;Mid stage;108;92;40;195.88;1.43;105;5.55;SI;SI;NO
27.62;66.16;53.71;8.88;6.94;1.12;Mid stage;66;91;69;244.08;2.12;105;3.05;SI;SI;NO
29.21;67.03;38.37;7.74;3.04;0.86;Mid stage;70;85;61;457.04;2.9;105;6.9;SI;SI;SI
25.26;81.81;66.69;6.22;0.55;1.29;Mid stage;71;72;84;389.83;4.16;105;2.89;NO;SI;SI
22.12;63.78;38.13;0.12;2.92;1.5;Mid stage;114;61;85;52.43;1.07;105;3.13;SI;SI;NO
26.93;61.01;19.37;7.36;2.8;1.4;Mid stage;94;51;108;152.64;2.6;105;5.61;SI;SI;NO
26.19;72.61;64.62;4.23;3.0;0.93;Mid stage;104;60;48;548.47;1.88;105;5.2;NO;SI;NO
30.62;85.16;12.3;1.02;5.84;1.07;Mid stage;65;79;135;407.97;2.59;105;4.32;SI;SI;SI
18.73;84.26;56.01;2.5;5.57;1.45;Mid stage;107;62;74;10.52;3.64;105;5.44;SI;SI;SI
30.74;87.74;12.48;0.47;8.22;1.03;Mid stage;84;56;85;495.18;1.08;105;5.13;SI;SI;SI
25.48;84.37;38.87;7.06;0.74;1.08;Mid stage;82;40;92;599.6;3.84;105;5.92;SI;SI;SI
18.22;81.46;23.92;5.47;5.23;1.39;Mid stage;86;87;123;399.6;2.32;105;4.41;SI;SI;SI
22.83;77.02;67.2;2.86;5.55;0.91;Mid stage;110;96;121;490.17;2.71;105;3.42;NO;SI;NO
28.14;67.3;35.01;7.65;4.98;1.01;Mid stage;60;97;94;192.85;2.95;105;6.43;SI;SI;SI
24.84;79.9;13.8;1.01;6.1;0.87;Mid stage;118;97;57;102.08;1.34;105;4.93;SI;SI;NO
31.72;82.28;57.05;6.6;3.83;1.05;Mid stage;95;76;101;125.32;2.75;105;4.36;SI;SI;SI
23.92;64.33;30.36;6.39;8.69;0.81;Mid stage;103;71;75;571.76;2.72;105;6.28;SI;SI;NO
