Temperature_C;Humidity_pct;Soil_moisture_pct;Reference_ET_mm;Evapotranspiration_mm;Crop_Coefficient;Crop_stage;Nitrogen_mg_kg;Phosphorus_mg_kg;Potassium_mg_kg;Solar_Radiation_ghi;Wind_Speed;Days_planted;pH;Irrigation;Fertilization;Energy
21.48;61.39;42.64;9.27;9.78;0.8;Mid stage;63;70;63;348.59;1.49;62;5.02;SI;SI;NO
25.08;60.48;49.08;6.76;3.66;0.87;Mid stage;60;101;40;318.18;4.01;62;3.45;SI;SI;NO
22.35;93.86;54.39;1.07;4.08;1.05;Mid stage;94;88;130;39.82;2.04;62;6.9;SI;SI;SI
23.22;89.0;54.25;1.56;1.51;1.42;Mid stage;106;100;129;5.41;1.98;62;3.01;SI;SI;SI
25.35;86.16;40.13;9.42;6.97;1.06;Mid stage;109;54;76;342.03;2.87;62;6.54;SI;SI;SI
28.51;65.45;28.33;8.08;3.15;0.89;Mid stage;69;49;86;380.86;2.23;62;4.66;SI;SI;SI
22.67;76.68;23.96;4.27;3.6;1.46;Mid stage;95;60;97;741.76;3.01;62;4.92;SI;SI;NO
30.94;92.81;65.28;2.07;2.68;1.28;Mid stage;97;55;69;471.52;3.49;62;5.98;NO;SI;SI
30.07;92.68;15.38;8.1;2.59;1.09;Mid stage;61;106;61;213.45;2.22;62;2.25;SI;SI;SI
18.68;60.32;31.55;1.09;3.79;1.29;Mid stage;105;59;50;465.18;3.59;62;4.97;SI;SI;SI
21.55;86.34;52.02;0.89;3.7;1.43;Mid stage;93;62;120;34.05;2.52;62;2.48;SI;SI;SI
24.25;60.22;46.8;8.79;4.64;0.92;Mid stage;86;40;129;523.62;2.89;62;5.14;SI;SI;NO
19.46;94.45;37.13;2.38;6.38;1.19;Mid stage;72;108;41;466.87;1.33;62;6.31;SI;SI;SI
22.88;74.59;18.05;1.06;1.01;1.32;Mid stage;84;77;91;382.62;4.19;62;5.77;SI;SI;NO
28.36;94.07;20.09;8.72;8.46;1.49;Mid stage;83;97;82;313.83;3.46;62;3.08;SI;SI;SI
27.53;72.87;52.4;6.65;1.41;0.95;Mid stage;93;62;49;416.14;3.12;62;2.95;SI;SI;NO
26.71;70.26;40.05;8.09;8.75;1.12;Mid stage;90;97;110;500.03;1.07;62;3.23;SI;SI;NO
27.95;71.07;31.69;5.16;1.47;0.9;Mid stage;68;83;93;165.8;1.04;62;2.29;SI;SI;NO
20.87;85.57;33.74;1.03;2.91;1.2;Mid stage;99;100;110;182.35;1.0;62;3.29;SI;SI;SI
22.78;66.99;36.86;0.7;7.45;1.16;Mid stage;91;75;51;600.28;2.05;62;3.75;SI;SI;NO
27.47;90.24;51.62;4.58;7.21;1.28;Mid stage;64;67;105;87.95;1.74;62;2.61;SI;SI;SI
30.31;80.67;46.86;1.08;2.24;1.16;Mid stage;103;60;111;154.49;2.51;62;5.78;SI;SI;SI
25.61;93.95;16.09;7.06;2.93;0.96;Mid stage;74;83;124;553.38;2.85;62;2.94;SI;SI;SI
21.96;94.55;21.13;1.77;5.64;1.11;Mid stage;119;81;139;25.67;4.06;62;2.12;SI;SI;SI
18.42;66.48;16.09;9.9;0.14;0.92;Mid stage;71;101;79;524.15;1.08;62;5.13;SI;SI;SI
27.94;93.45;14.01;5.36;1.55;0.95;Mid stage;89;94;42;68.27;3.03;62;3.36;SI;SI;SI
18.11;61.63;57.01;2.13;6.15;1.02;Mid stage;89;94;75;425.36;1.14;62;7.0;SI;SI;SI
23.22;60.98;61.36;3.45;1.43;1.4;Mid stage;77;60;41;421.29;2.23;62;4.75;NO;SI;NO
25.43;93.04;36.14;8.49;0.58;1.14;Mid stage;101;42;51;581.84;2.19;62;5.43;SI;SI;SI
30.91;93.68;68.19;6.98;5.67;0.81;Mid stage;64;63;56;376.4;1.48;62;4.04;NO;SI;SI
19.25;65.15;62.09;1.01;2.41;1.47;Mid stage;62;74;134;190.9;3.36;62;2.28;NO;SI;SI
23.68;75.48;61.9;6.28;0.23;0.89;Mid stage;72;98;87;385.0;4.06;62;2.15;NO;SI;NO
18.34;77.29;33.3;7.07;3.75;1.42;Mid stage;66;40;56;469.71;3.12;62;4.62;SI;SI;SI
22.8;90.11;67.35;3.23;4.31;1.19;Mid stage;73;51;122;651.51;3.63;62;6.45;NO;NO;SI
26.71;81.98;55.44;7.8;8.26;1.24;Mid stage;111;40;115;403.54;4.13;62;4.79;SI;SI;SI
21.91;87.11;32.51;1.01;0.61;1.28;Mid stage;106;105;99;150.92;4.06;62;5.75;SI;SI;SI
20.94;76.98;63.55;5.2;2.89;1.08;Mid stage;74;47;129;371.08;2.15;62;4.33;NO;SI;SI
19.62;82.69;12.24;0.24;6.89;1.06;Mid stage;67;97;64;732.92;2.18;62;3.76;SI;SI;SI
26.08;85.74;45.15;1.03;3.99;0.82;Mid stage;105;99;102;657.96;3.91;62;3.8;SI;SI;SI
27.73;85.83;42.17;8.86;5.31;1.47;Mid stage;111;60;65;392.39;2.02;62;4.88;SI;SI;SI
27.41;60.06;16.74;0.78;5.91;1.47;Mid stage;82;99;130;114.23;1.41;62;2.03;SI;SI;NO
31.28;63.5;62.02;2.57;0.29;1.12;Mid stage;100;98;57;127.37;3.56;62;5.64;NO;SI;SI
18.04;72.73;28.34;4.02;4.51;1.16;Mid stage;103;88;81;594.14;1.88;62;4.88;SI;SI;SI
27.06;62.14;33.83;3.52;9.19;1.04;Mid stage;66;76;126;112.61;1.27;62;6.05;SI;SI;NO
26.41;73.4;39.56;5.73;0.76;0.93;Mid stage;66;97;54;699.51;3.41;62;2.75;SI;SI;NO
26.24;73.63;59.38;1.89;8.57;0.86;Mid stage;62;72;108;90.53;4.05;62;3.19;SI;SI;NO
31.48;92.21;46.51;3.11;8.12;1.46;Mid stage;115;83;59;272.45;1.99;62;5.66;SI;SI;SI
18.24;79.85;44.71;1.69;4.12;0.81;Mid stage;76;93;115;214.9;3.65;62;2.95;SI;SI;SI
27.75;84.72;33.02;0.91;7.68;1.16;Mid stage;84;109;135;747.05;1.31;62;2.77;SI;SI;SI
29.39;91.05;28.22;5.73;7.58;1.28;Mid stage;62;61;45;537.92;1.44;62;4.99;SI;SI;SI
25.14;75.47;39.73;2.44;1.18;1.44;Mid stage;83;46;88;245.49;1.68;65;5.26;SI;SI;NO
22.68;60.07;26.83;9.33;6.49;1.3;Mid stage;91;62;107;24.38;1.87;65;5.84;SI;SI;NO
29.07;69.99;31.69;8.37;4.94;1.07;Mid stage;102;53;137;204.52;3.4;65;6.36;SI;NO;SI
19.36;88.5;37.54;4.26;7.31;0.83;Mid stage;70;108;70;556.8;3.19;65;2.01;SI;SI;SI
24.19;91.56;60.92;9.25;7.22;0.84;Mid stage;113;79;42;200.28;3.16;65;3.41;NO;SI;SI
25.28;72.3;65.97;7.02;8.71;1.34;Mid stage;65;84;95;151.22;1.67;65;2.06;NO;SI;NO
27.72;70.29;60.13;6.86;3.91;1.46;Mid stage;90;60;94;628.92;1.96;65;5.67;NO;SI;NO
19.27;92.36;42.49;1.15;4.48;1.36;Mid stage;69;109;95;614.58;3.35;65;4.18;SI;SI;SI
21.19;72.29;53.27;4.5;3.89;1.11;Mid stage;110;51;64;4.77;2.28;65;6.37;SI;SI;NO
23.74;82.83;31.44;7.95;4.6;1.04;Mid stage;114;45;54;15.36;1.56;65;6.64;SI;SI;SI
26.73;69.81;38.63;4.42;7.34;0.93;Mid stage;105;73;41;333.64;3.5;65;4.46;SI;SI;NO
30.42;63.43;66.55;6.63;7.82;1.18;Mid stage;70;81;94;698.15;2.97;65;5.23;NO;SI;SI
26.66;77.54;32.59;2.13;1.48;1.1;Mid stage;104;78;92;114.44;1.08;65;4.5;SI;SI;NO
19.87;92.31;22.03;5.03;6.02;1.28;Mid stage;108;62;60;634.83;3.87;65;3.09;SI;SI;SI
31.73;81.65;39.38;6.8;5.62;1.38;Mid stage;86;44;61;510.05;3.05;65;3.57;SI;SI;SI
30.21;67.31;49.85;2.0;5.51;0.86;Mid stage;61;77;111;448.55;3.69;65;4.5;SI;SI;SI
25.04;83.89;19.34;9.16;6.75;0.97;Mid stage;94;103;62;397.13;1.79;65;6.83;SI;SI;SI
30.91;86.89;19.08;9.61;6.6;0.88;Mid stage;100;46;129;419.77;3.13;65;3.95;SI;SI;SI
25.58;71.23;29.61;9.27;9.76;0.96;Mid stage;62;69;44;620.34;1.74;65;4.23;SI;SI;NO
30.93;79.57;64.64;6.26;6.4;0.94;Mid stage;111;71;120;450.58;2.77;65;5.65;NO;SI;SI
29.62;83.87;51.13;8.71;7.46;0.84;Mid stage;60;76;79;393.19;2.85;65;6.43;SI;SI;SI
31.56;65.61;24.87;1.85;1.2;0.84;Mid stage;79;99;62;88.73;2.9;65;6.78;SI;SI;SI
30.88;93.74;47.0;0.71;2.88;0.89;Mid stage;103;75;84;622.98;1.98;65;4.96;SI;SI;SI
18.5;75.79;50.29;8.04;1.81;1.14;Mid stage;100;86;80;264.12;1.35;65;4.49;SI;SI;SI
20.45;94.29;42.34;7.78;1.79;1.0;Mid stage;61;93;105;608.93;2.15;65;3.95;SI;SI;SI
23.45;66.64;56.04;5.78;7.82;1.41;Mid stage;106;40;112;514.01;2.96;65;3.03;SI;SI;NO
31.33;76.93;13.44;7.06;4.84;0.83;Mid stage;69;65;82;618.5;2.38;65;5.68;SI;SI;SI
22.2;65.8;23.09;1.74;0.66;1.06;Mid stage;79;75;48;387.65;2.93;65;4.44;SI;SI;NO
20.25;60.36;68.05;3.33;1.97;1.15;Mid stage;104;106;95;585.3;4.1;65;6.99;NO;SI;SI
30.41;68.33;40.87;1.02;0.11;1.36;Mid stage;66;108;111;576.67;2.47;65;5.1;SI;SI;SI
24.25;74.11;16.44;5.84;1.41;1.45;Mid stage;112;82;103;218.75;2.26;65;4.97;SI;SI;NO
30.71;75.09;29.87;0.09;7.61;1.45;Mid stage;70;61;68;413.93;2.93;65;2.68;SI;SI;SI
20.24;91.03;12.1;6.07;2.33;1.4;Mid stage;93;55;44;111.94;1.87;65;5.8;SI;SI;SI
27.26;82.25;45.61;3.54;5.56;1.27;Mid stage;82;55;124;30.0;3.58;65;4.27;SI;SI;SI
24.16;75.21;69.97;8.3;0.32;1.04;Mid stage;92;50;139;119.21;1.66;65;2.07;NO;SI;NO
19.07;94.58;46.23;9.43;3.97;0.98;Mid stage;72;92;94;391.99;3.49;65;2.77;SI;SI;SI
27.75;81.5;47.38;5.04;7.7;1.4;Mid stage;62;89;111;722.0;4.18;65;6.5;SI;NO;SI
21.46;71.29;31.01;8.71;6.61;1.2;Mid stage;67;67;81;376.73;1.75;65;2.19;SI;SI;NO
18.55;84.2;25.75;1.0;3.03;1.01;Mid stage;67;89;117;21.84;1.61;65;3.25;SI;SI;SI
18.84;77.35;41.47;6.25;8.08;1.29;Mid stage;68;80;101;282.31;2.44;65;4.93;SI;SI;SI
18.86;90.84;64.19;1.01;2.85;1.41;Mid stage;111;64;96;421.04;1.63;65;3.31;NO;SI;SI
30.71;91.38;12.57;0.46;6.75;1.1;Mid stage;63;78;59;122.79;3.47;65;3.58;SI;SI;SI
28.36;72.86;45.04;8.93;7.11;1.49;Mid stage;109;65;72;630.48;2.86;65;3.01;SI;SI;SI
30.57;79.68;36.85;8.59;3.25;1.19;Mid stage;60;74;113;258.84;1.02;65;3.97;SI;SI;SI
27.42;69.3;48.03;7.91;4.73;1.42;Mid stage;78;47;134;187.68;1.66;65;4.27;SI;SI;NO
25.41;81.93;60.72;4.53;4.14;1.14;Mid stage;76;58;77;582.3;3.53;65;2.53;NO;SI;SI
22.26;94.73;38.05;5.16;5.62;1.04;Mid stage;78;48;117;64.61;1.55;65;6.53;SI;NO;SI
31.97;89.14;24.63;2.31;6.57;0.91;Mid stage;60;81;134;198.74;2.76;65;3.88;SI;SI;SI
23.07;72.82;33.84;3.07;8.21;1.06;Mid stage;87;102;105;65.75;3.23;65;3.97;SI;SI;NO
24.59;63.34;20.73;7.51;5.26;1.18;Mid stage;80;103;116;270.81;2.17;65;6.8;SI;NO;NO
23.3;93.83;16.92;3.59;8.12;1.36;Mid stage;118;51;44;7.1;3.49;65;6.57;SI;SI;SI
31.71;73.64;33.8;7.97;8.94;0.87;Mid stage;70;71;129;401.52;2.99;65;6.6;SI;NO;SI
20.45;70.27;48.29;6.87;0.49;1.24;Mid stage;105;46;67;85.51;1.17;65;6.7;SI;SI;SI
22.59;71.07;27.24;3.93;0.23;1.35;Mid stage;112;80;49;551.33;1.59;65;3.36;SI;SI;NO
27.52;77.15;65.11;1.85;5.79;1.24;Mid stage;63;91;112;147.88;2.89;65;5.86;NO;SI;NO
18.88;93.49;51.96;3.52;6.57;1.29;Mid stage;97;58;101;716.09;1.06;65;6.74;SI;NO;SI
26.5;94.53;51.81;4.02;5.84;1.36;Mid stage;79;89;139;551.77;1.07;65;3.71;SI;SI;SI
24.69;70.36;52.12;7.11;5.11;1.42;Mid stage;79;99;64;663.07;2.85;65;4.86;SI;SI;NO
21.98;72.3;12.1;6.89;1.71;0.85;Mid stage;78;89;137;748.47;3.42;65;6.25;SI;NO;NO
21.34;77.91;59.15;9.53;2.15;1.23;Mid stage;108;94;49;709.25;2.44;65;4.92;SI;SI;NO
25.2;60.29;65.22;6.88;2.21;0.9;Mid stage;65;49;108;437.83;1.46;65;5.84;NO;SI;NO
23.15;66.12;13.13;5.94;8.45;0.95;Mid stage;110;83;57;369.5;3.22;65;6.44;SI;SI;NO
24.39;92.76;46.7;2.77;6.02;0.83;Mid stage;62;107;106;521.1;3.17;65;4.31;SI;SI;SI
22.72;61.03;51.24;0.17;2.1;0.83;Mid stage;81;97;61;315.37;1.64;65;4.55;SI;SI;NO
31.59;63.53;23.38;6.4;1.5;0.83;Mid stage;99;96;51;35.59;1.83;65;2.33;SI;SI;SI
19.87;74.72;60.62;6.26;0.44;1.07;Mid stage;94;43;138;676.13;2.03;65;4.9;NO;SI;SI
19.36;85.6;48.3;4.01;2.55;0.85;Mid stage;102;106;68;679.83;1.44;65;3.68;SI;SI;SI
22.81;69.41;25.05;8.36;3.04;1.37;Mid stage;85;41;133;568.81;3.88;65;3.81;SI;SI;NO
26.27;70.71;68.1;6.89;2.53;1.43;Mid stage;94;100;139;296.09;1.26;65;3.83;NO;SI;NO
27.23;70.69;24.52;9.1;0.65;1.01;Mid stage;87;71;60;60.78;3.34;65;6.41;SI;SI;NO
23.56;90.54;51.36;9.77;5.11;1.03;Mid stage;100;103;107;340.95;1.17;65;3.62;SI;SI;SI
31.99;67.91;39.49;2.05;0.94;1.07;Mid stage;98;95;103;565.52;1.5;65;5.47;SI;SI;SI
22.93;79.68;53.95;1.03;5.85;1.11;Mid stage;85;75;70;92.84;2.42;65;2.59;SI;SI;NO
28.1;95.0;17.67;8.06;2.8;1.47;Mid stage;103;83;68;609.09;1.02;65;2.22;SI;SI;SI
26.93;85.5;67.25;9.83;6.67;0.98;Mid stage;73;45;130;82.06;1.57;65;4.44;NO;SI;SI
29.38;71.77;23.86;8.71;4.41;0.89;Mid stage;106;78;124;680.74;2.76;65;4.04;SI;SI;SI
31.67;86.79;24.78;7.56;1.28;0.82;Mid stage;91;41;75;364.23;3.29;65;6.72;SI;SI;SI
30.46;93.39;44.13;0.27;1.65;0.83;Mid stage;109;80;90;276.08;3.44;65;3.13;SI;SI;SI
28.7;73.07;32.29;0.94;4.97;1.39;Mid stage;71;73;86;453.1;2.5;65;6.34;SI;SI;SI
27.78;84.78;37.64;5.38;2.57;1.02;Mid stage;111;85;123;124.41;2.88;65;5.8;SI;SI;SI
22.7;62.65;14.15;7.8;3.44;1.14;Mid stage;73;90;69;179.5;2.27;65;2.43;SI;SI;NO
20.07;91.34;25.62;7.5;0.71;1.15;Mid stage;99;57;138;8.42;3.3;65;5.14;SI;SI;SI
18.88;63.37;56.87;4.89;5.01;1.09;Mid stage;62;66;134;526.25;2.45;65;5.05;SI;SI;SI
21.39;73.05;64.33;0.63;7.9;0.91;Mid stage;63;64;88;362.42;2.22;65;4.85;NO;SI;NO
24.05;78.99;25.54;2.87;6.2;1.28;Mid stage;88;90;68;198.79;3.3;65;2.38;SI;SI;NO
25.31;69.23;56.85;6.5;1.39;1.16;Mid stage;85;100;119;10.9;3.78;65;6.44;SI;NO;NO
28.82;82.72;13.68;7.57;9.05;0.92;Mid stage;66;48;76;606.88;1.79;65;5.66;SI;SI;SI
31.42;79.41;14.59;4.25;5.79;1.33;Mid stage;65;89;50;224.6;3.81;65;4.93;SI;SI;SI
19.64;85.1;34.8;1.64;4.82;1.36;Mid stage;73;68;109;47.06;3.22;65;2.73;SI;SI;SI
19.5;72.39;20.58;1.04;0.66;0.96;Mid stage;110;85;59;646.74;3.98;65;3.31;SI;SI;SI
26.26;79.11;21.64;1.09;5.0;0.86;Mid stage;92;78;42;584.57;3.1;65;6.27;SI;SI;NO
28.44;88.43;48.39;7.78;8.89;1.37;Mid stage;111;56;110;356.98;2.02;65;4.23;SI;SI;SI
29.87;88.37;61.77;6.22;8.83;1.16;Mid stage;103;55;104;278.73;3.84;65;2.97;NO;SI;SI
31.1;85.0;57.18;4.0;2.46;0.98;Mid stage;81;83;97;189.86;2.58;65;3.85;SI;SI;SI
31.77;78.97;31.52;1.03;7.13;0.94;Mid stage;78;77;70;555.16;1.79;65;2.47;SI;SI;SI
23.6;83.56;62.76;4.19;6.9;0.84;Mid stage;88;90;44;300.45;4.04;65;6.39;NO;SI;SI
23.32;63.04;60.8;2.52;7.57;1.02;Mid stage;101;45;40;78.87;2.82;65;3.52;NO;SI;NO
20.07;76.5;42.4;1.07;0.38;0.98;Mid stage;82;43;126;66.83;2.97;65;4.3;SI;SI;SI
27.59;90.11;39.6;2.58;8.35;0.92;Mid stage;119;77;127;580.84;3.3;65;6.86;SI;SI;SI
27.19;81.26;15.39;7.53;3.4;1.11;Mid stage;73;91;50;724.44;1.95;65;4.17;SI;SI;SI
30.07;92.96;20.73;1.24;6.42;1.2;Mid stage;104;82;46;265.4;1.38;65;4.96;SI;SI;SI
19.36;69.18;16.95;6.96;5.43;0.84;Mid stage;97;48;102;454.37;3.58;65;5.11;SI;SI;SI
24.97;63.37;42.55;1.6;3.28;1.24;Mid stage;82;99;136;116.04;2.39;65;3.05;SI;SI;NO
26.14;81.93;51.25;3.07;2.06;1.43;Mid stage;60;101;107;120.84;1.57;65;6.41;SI;NO;SI
21.38;63.18;47.89;4.81;6.17;1.03;Mid stage;94;98;76;472.26;2.1;65;6.02;SI;SI;NO
20.37;87.37;62.63;8.42;8.12;0.97;Mid stage;65;51;137;517.17;3.21;65;5.6;NO;SI;SI
30.03;68.99;50.21;6.11;3.59;0.87;Mid stage;100;93;136;331.0;3.15;65;3.65;SI;SI;SI
18.82;78.86;60.12;0.2;8.77;1.06;Mid stage;107;66;46;676.12;1.7;65;4.84;NO;SI;SI
24.59;88.4;20.15;8.31;2.53;1.27;Mid stage;88;69;109;427.73;2.0;65;5.3;SI;SI;SI
19.62;87.58;21.96;0.01;3.61;0.88;Mid stage;79;72;103;605.57;3.67;65;3.82;SI;SI;SI
24.4;77.36;65.27;2.21;0.37;1.35;Mid stage;81;48;119;662.96;2.35;65;6.81;NO;SI;NO
31.72;94.15;32.57;7.31;5.74;1.27;Mid stage;108;90;139;219.73;2.19;65;2.8;SI;SI;SI
23.93;77.42;24.59;1.02;0.1;1.07;Mid stage;103;40;129;345.82;3.53;65;4.68;SI;SI;NO
30.0;69.76;64.9;0.28;1.02;0.92;Mid stage;65;64;59;335.22;2.5;65;5.49;NO;SI;SI
19.64;70.59;68.27;3.05;1.57;1.08;Mid stage;76;62;41;254.72;3.56;65;4.87;NO;SI;SI
21.8;86.03;48.99;7.46;1.5;1.14;Mid stage;87;57;64;231.11;4.14;65;5.28;SI;SI;SI
23.65;75.3;34.52;7.16;1.59;0.9;Mid stage;100;100;125;620.71;3.85;65;6.61;SI;NO;NO
23.6;74.66;51.93;9.59;5.7;1.0;Mid stage;79;96;138;532.39;1.01;65;3.8;SI;SI;NO
27.4;60.72;12.9;8.97;2.48;0.8;Mid stage;86;71;54;616.02;3.43;65;5.77;SI;SI;NO
22.83;70.68;20.39;8.68;5.1;0.81;Mid stage;71;66;42;55.56;3.74;65;2.73;SI;SI;NO
27.99;90.11;33.39;6.48;8.93;1.29;Mid stage;84;75;111;653.49;1.92;65;3.04;SI;SI;SI
26.95;88.12;60.27;1.18;3.71;1.2;Mid stage;105;58;63;178.04;2.43;65;3.66;NO;SI;SI
23.59;86.13;29.65;7.57;7.62;1.31;Mid stage;104;79;94;292.33;2.77;65;4.77;SI;SI;SI
24.04;60.81;15.36;3.33;1.89;1.02;Mid stage;106;90;78;230.54;3.85;65;5.21;SI;SI;NO
26.6;60.94;33.97;8.62;8.46;1.22;Mid stage;107;42;71;619.26;3.03;65;2.49;SI;SI;NO
18.98;70.9;25.99;4.04;1.63;1.3;Mid stage;107;84;105;550.52;2.96;65;3.54;SI;SI;SI
29.51;76.61;15.25;1.49;2.54;0.87;Mid stage;117;81;99;346.42;1.6;65;6.34;SI;SI;SI
27.15;91.84;35.14;6.66;3.26;1.31;Mid stage;112;87;57;628.4;2.97;65;6.31;SI;SI;SI
28.17;73.46;32.38;9.71;0.79;1.19;Mid stage;98;108;92;179.12;2.28;65;5.08;SI;SI;SI
25.52;70.1;54.56;1.94;5.11;0.92;Mid stage;69;97;117;305.76;3.67;65;6.89;SI;SI;NO
19.55;79.99;15.67;3.25;3.26;1.08;Mid stage;103;82;70;74.52;1.64;65;5.36;SI;SI;SI
23.67;92.01;33.99;2.92;7.56;0.83;Mid stage;97;73;139;273.67;2.34;65;3.24;SI;SI;SI
23.68;85.85;31.86;8.61;0.01;0.97;Mid stage;76;98;97;472.11;1.31;65;4.54;SI;SI;SI
22.49;89.98;49.52;1.68;0.34;1.44;Mid stage;68;57;126;358.76;1.99;65;2.84;SI;SI;SI
18.42;66.38;63.5;4.85;7.78;1.44;Mid stage;84;105;123;746.13;3.34;65;6.3;NO;NO;SI
28.32;64.4;20.29;0.41;8.38;1.36;Mid stage;100;108;68;732.19;2.51;65;3.08;SI;SI;SI
19.54;79.04;59.34;8.46;6.61;0.82;Mid stage;118;107;110;64.25;2.22;65;3.06;SI;SI;SI
26.49;84.41;47.36;4.84;7.91;1.35;Mid stage;119;52;105;206.35;2.39;65;6.83;SI;SI;SI
27.85;93.42;13.7;2.75;1.52;0.98;Mid stage;61;103;45;440.41;1.15;65;3.45;SI;SI;SI
26.89;73.0;56.48;8.96;0.18;1.1;Mid stage;72;90;51;513.26;3.59;65;6.11;SI;SI;NO
31.43;72.13;43.19;5.35;1.99;1.24;Mid stage;85;45;93;548.12;1.28;65;2.51;SI;SI;SI
19.45;78.05;58.4;2.75;1.29;1.11;Mid stage;63;78;64;15.36;4.18;65;3.48;SI;SI;SI
30.14;83.97;35.71;7.54;1.3;0.83;Mid stage;89;60;130;703.18;2.79;65;3.87;SI;SI;SI
18.41;79.81;50.6;2.65;7.85;1.45;Mid stage;106;83;87;401.66;3.78;65;5.49;SI;SI;SI
25.49;85.31;23.53;5.91;3.76;0.82;Mid stage;72;70;105;199.41;1.08;65;3.86;SI;SI;SI
23.66;73.31;23.13;7.01;3.27;0.96;Mid stage;69;109;82;616.99;3.02;65;3.01;SI;SI;NO
25.34;90.18;31.74;9.91;0.22;1.07;Mid stage;111;55;103;400.33;1.36;65;3.82;SI;SI;SI
23.11;66.4;42.13;9.96;8.15;1.46;Mid stage;78;85;72;206.89;3.94;65;6.88;SI;SI;NO
20.67;71.06;53.56;7.36;5.27;1.14;Mid stage;87;80;51;229.14;2.19;65;6.44;SI;SI;SI
18.27;87.08;50.68;0.24;3.11;0.95;Mid stage;109;66;58;122.51;1.91;65;5.01;SI;SI;SI
25.25;71.75;59.64;6.72;1.79;1.35;Mid stage;117;91;64;439.29;1.44;65;2.74;SI;SI;NO
29.8;83.39;36.73;8.28;8.22;1.23;Mid stage;116;90;44;260.43;1.36;65;6.49;SI;SI;SI
23.23;70.07;64.93;3.97;1.85;1.37;Mid stage;84;101;47;555.02;3.69;65;5.14;NO;SI;NO
21.12;66.55;18.33;1.34;5.97;0.93;Mid stage;89;89;72;159.55;1.53;65;4.97;SI;SI;NO
19.13;70.53;22.86;9.19;0.57;1.04;Mid stage;114;103;55;6.03;2.25;65;4.43;SI;SI;SI
19.19;91.04;51.66;5.91;2.5;1.15;Mid stage;113;108;41;204.53;4.08;65;5.82;SI;SI;SI
21.1;76.13;26.72;1.04;1.61;1.17;Mid stage;75;58;128;584.48;2.12;65;4.31;SI;SI;NO
19.4;67.89;21.55;6.37;5.45;0.98;Mid stage;90;69;77;729.57;1.72;65;2.23;SI;SI;SI
21.71;71.25;63.42;1.05;4.11;1.31;Mid stage;90;100;121;87.98;2.86;65;2.19;NO;SI;NO
18.93;60.1;15.97;6.04;1.42;0.83;Mid stage;78;90;71;500.9;2.57;65;6.67;SI;SI;SI
18.92;86.45;69.51;1.9;5.17;1.33;Mid stage;112;90;71;567.72;2.01;65;6.38;NO;SI;SI
29.99;67.9;62.03;1.06;0.06;1.16;Mid stage;73;103;112;646.83;3.8;65;3.85;NO;SI;SI
20.27;80.93;62.36;9.97;0.62;1.43;Mid stage;103;76;105;250.41;2.48;65;3.01;NO;SI;SI
25.84;60.88;48.47;2.02;2.28;1.1;Mid stage;74;83;92;708.01;3.35;65;6.07;SI;SI;NO
28.83;89.21;25.04;0.11;4.67;0.82;Mid stage;68;42;40;675.17;2.28;65;5.65;SI;SI;SI
24.39;66.56;58.29;8.57;3.04;1.25;Mid stage;78;85;69;150.89;2.2;65;3.97;SI;SI;NO
20.15;60.17;15.12;9.25;8.34;0.85;Mid stage;64;82;96;517.7;2.46;65;6.42;SI;SI;SI
20.79;70.54;45.76;5.19;4.34;0.89;Mid stage;73;47;41;652.23;2.16;65;4.01;SI;SI;SI
24.06;92.22;37.47;0.42;5.14;1.5;Mid stage;114;97;65;498.32;1.74;65;6.37;SI;SI;SI
25.4;69.19;55.52;2.99;4.79;1.28;Mid stage;86;97;106;609.08;1.62;65;4.13;SI;SI;NO
22.89;77.62;13.38;6.02;8.98;1.26;Mid stage;117;78;84;338.47;3.33;65;2.7;SI;SI;NO
28.94;74.25;34.43;5.3;8.06;1.03;Mid stage;90;99;58;456.97;1.28;65;3.99;SI;SI;SI
28.51;70.3;39.67;3.61;8.89;1.18;Mid stage;76;57;124;664.87;3.1;65;4.2;SI;SI;SI
30.98;92.46;20.84;2.47;2.17;1.07;Mid stage;74;85;137;393.84;1.24;65;3.54;SI;SI;SI
18.41;87.61;36.05;7.34;4.35;1.11;Mid stage;117;51;91;689.37;3.91;65;6.79;SI;SI;SI
30.54;86.67;64.81;1.87;0.41;0.96;Mid stage;102;55;117;568.54;1.7;65;3.85;NO;SI;SI
23.5;78.41;39.18;1.0;6.32;1.15;Mid stage;93;84;71;185.89;2.77;65;4.32;SI;SI;NO
30.3;88.87;26.6;1.06;6.51;0.82;Mid stage;100;102;44;387.87;2.6;65;6.49;SI;SI;SI
27.67;76.05;42.88;0.52;0.38;1.31;Mid stage;82;73;80;741.62;2.63;65;4.01;SI;SI;NO
31.82;76.28;15.53;5.72;4.74;1.3;Mid stage;93;49;139;706.69;1.41;65;3.5;SI;SI;SI
28.63;77.28;29.07;1.89;4.2;1.36;Mid stage;118;60;138;338.67;1.52;65;6.69;SI;NO;SI
23.1;68.29;57.45;2.95;6.89;0.84;Mid stage;105;84;63;450.99;1.81;65;2.85;SI;SI;NO
25.01;92.33;49.23;0.96;4.45;1.18;Mid stage;99;100;134;662.32;2.58;65;6.65;SI;NO;SI
23.27;69.06;13.39;9.77;0.61;1.0;Mid stage;88;83;96;220.67;2.29;65;5.12;SI;SI;NO
